time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.37499	3.24657	2.66838	1.70031	1.41116	radar	2.76677e-321	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	6.23511	3.31118	2.57934	1.78494	1.48028	radar	2.76677e-321	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	6.2301	3.24432	2.55358	1.74002	1.44233	radar	2.76677e-321	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	6.26719	3.26474	2.61725	1.73971	1.43993	radar	2.76677e-321	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	6.1367	3.38931	2.54787	1.86424	1.54357	radar	2.76677e-321	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	6.14118	3.31808	2.55886	1.80928	1.49429	radar	2.76677e-321	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	6.06593	3.42117	2.46015	1.91243	1.58723	radar	2.76677e-321	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	6.0757	3.32786	2.51555	1.834	1.51359	radar	2.76677e-321	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	5.96595	3.45532	2.43545	1.95856	1.62032	radar	2.76677e-321	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	5.91515	3.37645	2.35034	1.92109	1.58982	radar	2.76677e-321	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	5.91452	3.43945	2.47051	1.95088	1.60511	radar	2.76677e-321	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	5.80068	3.50418	2.42358	2.02514	1.66379	radar	2.76677e-321	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	5.82231	3.49386	2.42477	2.01357	1.65561	radar	2.76677e-321	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	5.71971	3.48145	2.28602	2.04177	1.68303	radar	2.76677e-321	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	5.71195	3.5622	2.36483	2.09172	1.71929	radar	2.76677e-321	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	5.70566	3.5363	2.37655	2.07204	1.70013	radar	2.76677e-321	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	5.57475	3.54072	2.23084	2.11858	1.7416	radar	2.76677e-321	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	5.50499	3.61654	2.18874	2.19267	1.80413	radar	2.76677e-321	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	5.48229	3.60157	2.17446	2.18757	1.79864	radar	2.76677e-321	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	5.45947	3.63706	2.24147	2.20836	1.80861	radar	2.76677e-321	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	5.38416	3.67947	2.23544	2.25367	1.84175	radar	2.76677e-321	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	5.38388	3.71672	2.24023	2.28057	1.86512	radar	2.76677e-321	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	5.2954	3.75101	2.205	2.32628	1.89998	radar	2.76677e-321	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	5.26587	3.69866	2.20694	2.29247	1.86685	radar	2.76677e-321	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	5.20918	3.75188	2.12319	2.35344	1.92289	radar	2.76677e-321	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	5.11963	3.7995	2.09738	2.40786	1.96449	radar	2.76677e-321	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	5.13821	3.80417	2.15824	2.39953	1.95338	radar	2.76677e-321	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	5.04621	3.91882	2.12658	2.50472	2.04028	radar	2.76677e-321	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	5.05702	3.8766	2.16435	2.46634	2.00387	radar	2.76677e-321	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	4.94127	4.02424	2.15711	2.59662	2.10837	radar	2.76677e-321	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	4.99165	3.94495	2.1646	2.5282	2.05211	radar	2.76677e-321	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	4.89082	4.14885	2.26812	2.6819	2.16869	radar	2.76677e-321	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	4.85502	4.1003	2.17825	2.66488	2.15826	radar	2.76677e-321	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	4.81283	4.11476	2.24196	2.67398	2.15622	radar	2.76677e-321	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	4.75028	4.33076	2.27696	2.83957	2.2935	radar	2.76677e-321	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	4.69032	4.36994	2.33644	2.87062	2.30952	radar	2.76677e-321	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	4.6473	4.45231	2.32768	2.94021	2.36768	radar	2.76677e-321	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	4.60393	4.59574	2.46791	3.03406	2.43362	radar	2.76677e-321	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	4.59225	4.73019	2.51811	3.12839	2.51145	radar	2.76677e-321	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	4.61721	4.8138	2.67134	3.1643	2.53171	radar	2.76677e-321	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	4.52745	5.04458	2.79087	3.33369	2.66184	radar	2.76677e-321	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	4.48609	5.19036	2.86534	3.43816	2.74344	radar	2.76677e-321	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	4.49059	5.31959	3.06155	3.50531	2.78538	radar	2.76677e-321	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	4.49653	5.55632	3.23368	3.65503	2.90287	radar	2.76677e-321	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	4.47318	5.65461	3.29004	3.72381	2.95632	radar	2.76677e-321	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	4.4073	5.94352	3.46819	3.92375	3.11055	radar	2.76677e-321	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	4.46917	6.09921	3.5758	4.0129	3.18592	radar	2.76677e-321	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	4.49072	6.06328	3.65683	3.97121	3.14368	radar	2.76677e-321	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	4.46155	6.23946	3.81632	4.08408	3.22614	radar	2.76677e-321	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	7.32283	-3.49663	0.867592	-3.19458	-2.66708	radar	2.76677e-321	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	7.41017	-3.45281	1.04473	-3.2023	-2.68142	radar	2.76677e-321	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	7.46463	-3.40568	1.05689	-3.17867	-2.65611	radar	2.76677e-321	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	7.48763	-3.30693	1.16103	-3.12433	-2.6152	radar	2.76677e-321	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	7.47097	-3.20065	1.1922	-3.04728	-2.55143	radar	2.76677e-321	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	7.53958	-3.08618	1.31083	-2.99131	-2.50581	radar	2.76677e-321	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	7.52909	-3.1024	1.3245	-3.00339	-2.51884	radar	2.76677e-321	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	7.58317	-3.02664	1.38959	-2.96598	-2.48621	radar	2.76677e-321	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	7.60105	-2.997	1.37386	-2.94499	-2.46435	radar	2.76677e-321	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	7.61503	-3.02701	1.37734	-2.97008	-2.48552	radar	2.76677e-321	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	7.68485	-2.9284	1.49484	-2.92589	-2.45011	radar	2.76677e-321	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	7.65303	-2.95664	1.43851	-2.9333	-2.4547	radar	2.76677e-321	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	7.76818	-2.88348	1.56421	-2.91696	-2.44018	radar	2.76677e-321	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	7.86894	-2.9345	1.63765	-2.98254	-2.49492	radar	2.76677e-321	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	7.83037	-2.86886	1.64312	-2.92808	-2.45103	radar	2.76677e-321	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	7.89656	-2.89063	1.67256	-2.95983	-2.47522	radar	2.76677e-321	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	7.90395	-2.83724	1.67971	-2.92268	-2.4422	radar	2.76677e-321	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	7.94465	-2.84974	1.69457	-2.94109	-2.45579	radar	2.76677e-321	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	7.97734	-2.83417	1.67275	-2.93223	-2.44264	radar	2.76677e-321	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	8.0705	-2.83624	1.81398	-2.96982	-2.47957	radar	2.76677e-321	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	8.05434	-2.8391	1.70887	-2.95436	-2.45782	radar	2.76677e-321	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	8.18497	-2.84919	1.83943	-3.00292	-2.49972	radar	2.76677e-321	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	8.12466	-2.86922	1.71155	-2.98925	-2.48192	radar	2.76677e-321	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	8.25844	-2.84291	1.89501	-3.01889	-2.51159	radar	2.76677e-321	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	8.24836	-2.80468	1.84337	-2.98163	-2.47483	radar	2.76677e-321	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	8.35369	-2.80715	1.91067	-3.01127	-2.49668	radar	2.76677e-321	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	8.35053	-2.8478	1.84328	-3.03129	-2.50856	radar	2.76677e-321	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	8.40359	-2.90611	1.85591	-3.08539	-2.55234	radar	2.76677e-321	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	8.35439	-2.85204	1.83934	-3.03454	-2.51069	radar	2.76677e-321	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	8.49018	-2.75496	1.99596	-3.00847	-2.4883	radar	2.76677e-321	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	8.5367	-2.89958	1.90711	-3.11096	-2.56631	radar	2.76677e-321	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	8.53719	-2.9202	1.87644	-3.12198	-2.5732	radar	2.76677e-321	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	8.55722	-2.88588	1.93928	-3.10893	-2.5654	radar	2.76677e-321	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	8.58068	-2.93773	1.91689	-3.14819	-2.59578	radar	2.76677e-321	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	8.63252	-2.97592	1.86121	-3.17763	-2.61154	radar	2.76677e-321	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	8.6792	-3.06692	1.84855	-3.25122	-2.67091	radar	2.76677e-321	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	8.72347	-2.91731	1.95472	-3.1633	-2.59828	radar	2.76677e-321	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	8.78263	-3.02016	1.90528	-3.24267	-2.65813	radar	2.76677e-321	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	8.80139	-3.01465	1.89757	-3.24078	-2.65386	radar	2.76677e-321	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
